genes,count,samples,KEGG_entry_ID,name
TMEM132D,4,"{'19CT040732': 1, '19CT036523': 1, '18PA004940': 1, '20A0004030': 1}",hsa:121256,transmembrane protein 132D
CEP120,4,"{'20A0004392': 1, '19CT052347': 1, '20A0008697': 1, '20A0008696': 1}",hsa:153241,centrosomal protein 120
PTPRB,4,"{'19CT040732': 1, '19CT020478': 1, '20A0004325': 1, '18PA004715': 1}",hsa:5787,protein tyrosine phosphatase receptor type B
BBS9,4,"{'19CT030002': 1, '19PA009444': 1, '20A0007427': 1, '19CT046414': 1}",hsa:27241,Bardet-Biedl syndrome 9
ATP6V0A1,4,"{'19CT040892': 1, '19CT041747': 2, '20A0004030': 1}",hsa:535,ATPase H+ transporting V0 subunit a1
AKAP6,4,"{'19CT040892': 1, '20A0004392': 1, '19CT039890': 1, '19CT031909': 1}",,
DYNC2I1,4,"{'19CT040732': 1, '18PA006387': 1, '19PA009444': 1, '20A0000618': 1}",hsa:55112,dynein 2 intermediate chain 1
SETD1B,4,"{'18PA008847': 1, '19CT040892': 1, '19CT035369': 1, '20A0004025': 1}",hsa:23067,"SET domain containing 1B, histone lysine methyltransferase"
CIT,4,"{'20A0002445': 1, '19CT024296': 1, '19CT031559': 1, '19CT041822': 1}",hsa:11113,citron rho-interacting serine/threonine kinase
CUX2,4,"{'20A0004392': 2, '19CT036523': 1, '19PA009214': 1}",hsa:23316,cut like homeobox 2
WDR45B,4,"{'19CT040732': 1, '18PA008847': 1, '20A0004392': 1, '20A0004025': 1}",hsa:56270,WD repeat domain 45B
OR2T8,4,"{'19CT035369': 2, '19CT013554': 1, '19CT039196': 1}",hsa:343172,olfactory receptor family 2 subfamily T member 8
AGAP1,4,"{'19CT044501': 1, '18PA004715': 1, '19CT031909': 1, '19PA009214': 1}",hsa:116987,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
TRPV4,4,"{'19CT030002': 1, '19CT036523': 1, '19CT013554': 1, '19PA009444': 1}",hsa:59341,transient receptor potential cation channel subfamily V member 4
NPHS1,4,"{'19CT034845': 1, '19CT044338': 1, '20A0004401': 1, '20A0004030': 1}",hsa:4868,"NPHS1 adhesion molecule, nephrin"
NOL6,4,"{'19CT039895': 2, '19CT039196': 1, '19CT024299': 1}",hsa:65083,nucleolar protein 6
PLA2G6,4,"{'19CT040732': 1, '20A0004392': 1, '19CT039196': 1, '20A0004327': 1}",hsa:8398,phospholipase A2 group VI
GRIK5,4,"{'19CT030002': 1, '20A0004217': 1, '19PA009444': 1, '20A0004327': 1}",hsa:2901,glutamate ionotropic receptor kainate type subunit 5
POGZ,4,"{'19CT020478': 1, '20A0008698': 1, '19CT039196': 1, '20A0008696': 1}",hsa:23126,pogo transposable element derived with ZNF domain
ADGRL2,4,"{'19CT034845': 1, '20A0004327': 1, '19CT030925': 1, '19CT034643': 1}",hsa:23266,adhesion G protein-coupled receptor L2
CDH22,4,"{'19CT052347': 1, '19CT031559': 1, '19CT034643': 1, '19CT039201': 1}",hsa:64405,cadherin 22
COL1A1,4,"{'19CT040732': 1, '19CT044338': 1, '19CT046414': 1, '19CT034643': 1}",hsa:1277,collagen type I alpha 1 chain
CSGALNACT1,4,"{'19CT036523': 1, '18PA004715': 2, '20A0000412': 1}",hsa:55790,chondroitin sulfate N-acetylgalactosaminyltransferase 1
COL3A1,4,"{'19CT036523': 1, '19CT031559': 1, '19CT045844': 1, '19CT014597': 1}",hsa:1281,collagen type III alpha 1 chain
HCN1,4,"{'19CT020478': 1, 'DS187051': 1, '20A0000412': 1, '18PA004940': 1}",hsa:348980,hyperpolarization activated cyclic nucleotide gated potassium channel 1
LZTR1,4,"{'19CT035369': 1, '18PA004715': 1, '19PA009669': 1, '19CT024296': 1}",hsa:8216,leucine zipper like transcription regulator 1
GBA2,4,"{'19CT030002': 1, '20A0008882': 1, '19CT044338': 1, '20A0004030': 1}",hsa:57704,glucosylceramidase beta 2
PRKN,4,"{'19CT020478': 1, '20A0008882': 1, '19CT044338': 1, '19CT039890': 1}",hsa:5071,parkin RBR E3 ubiquitin protein ligase
KCNT1,4,"{'19CT041295': 1, '20A0008697': 1, '19CT041747': 1, '20A0008696': 1}",hsa:57582,potassium sodium-activated channel subfamily T member 1
RBBP8,4,"{'19CT036523': 1, '18PA006387': 1, '19CT041747': 1, '18PA004940': 1}",hsa:5932,"RB binding protein 8, endonuclease"
UROC1,4,"{'19CT036423': 1, '20A0004401': 2, '19CT041822': 1}",hsa:131669,urocanate hydratase 1
PNISR,4,"{'19CT034641': 1, '19CT034643': 1, '20A0004401': 1, '19CT041822': 1}",hsa:25957,PNN interacting serine and arginine rich protein
PDE10A,4,"{'20A0008882': 1, '19CT036423': 1, '18PA008847': 1, '18PA004715': 1}",hsa:10846,phosphodiesterase 10A
RARS1,4,"{'20A0004325': 1, '20A0004217': 1, '20A0000620': 1, '19CT031909': 1}",hsa:5917,arginyl-tRNA synthetase 1
SPTBN4,4,"{'19CT028732': 1, '19CT034845': 1, '20A0007427': 1, '19CT031559': 1}",,
LRP12,4,"{'20A0004325': 1, '20A0004217': 1, '19CT024299': 1, '19CT031909': 1}",hsa:29967,LDL receptor related protein 12
SALL1,4,"{'19CT028732': 2, '18PA008847': 1, '19CT041295': 1}",hsa:6299,spalt like transcription factor 1
ZNF462,4,"{'19CT028732': 1, '19CT040892': 1, '19CT044501': 1, '19CT031909': 1}",hsa:58499,zinc finger protein 462
SLC6A5,4,"{'20A0004325': 1, '19CT024854': 1, '19CT013554': 1, '20A0008697': 1}",hsa:9152,solute carrier family 6 member 5
FAM200B,4,"{'19CT028732': 1, '19CT036523': 1, '19CT052347': 1, '19CT041747': 1}",,
CDON,4,"{'20A0004325': 1, '19CT024234': 1, '20A0004025': 1, '19CT021756': 1}",hsa:50937,"cell adhesion associated, oncogene regulated"
MCCC1,4,"{'19CT028732': 1, '19CT034641': 1, '19PA009444': 1, '18PA004715': 1}",hsa:56922,methylcrotonyl-CoA carboxylase subunit 1
MBD5,4,"{'19CT028732': 1, '18PA004616': 1, '19CT035369': 1, '20A0004025': 1}",hsa:55777,methyl-CpG binding domain protein 5
GCDH,4,"{'20A0004325': 1, '20A0008698': 1, '19CT031909': 1, '20A0008696': 1}",hsa:2639,glutaryl-CoA dehydrogenase
MTRR,4,"{'19CT044566': 1, '20A0008698': 1, '18PA004715': 1, '19CT030925': 1}",,
CYP2U1,4,"{'20A0008882': 1, '19CT036423': 1, '18PA004940': 1, '20A0004030': 1}",hsa:113612,cytochrome P450 family 2 subfamily U member 1
ARID1A,4,"{'19CT044566': 1, '19CT052347': 1, '19CT041295': 2}",hsa:8289,AT-rich interaction domain 1A
KCNN3,4,"{'20A0000620': 1, '19CT041295': 1, '20A0001282': 1, '19CT039201': 1}",hsa:3782,potassium calcium-activated channel subfamily N member 3
GPATCH8,4,"{'19CT024854': 1, '20A0000620': 1, '19CT024296': 1, '19CT024299': 1}",,
SLC52A3,4,"{'19CT016837': 1, '20A0000620': 1, '19CT013554': 1, '20A0004030': 1}",hsa:113278,solute carrier family 52 member 3
MAN2B1,4,"{'20A0008882': 1, '19CT040892': 1, '19CT039196': 1, '19CT045844': 1}",hsa:4125,mannosidase alpha class 2B member 1
ARV1,4,"{'19CT016837': 1, '19CT044566': 1, '19CT031909': 2}",hsa:64801,"ARV1 homolog, fatty acid homeostasis modulator"
ZNF335,4,"{'20A0008882': 1, '19CT024854': 1, '20A0007427': 1, '19CT016403': 1}",hsa:63925,zinc finger protein 335
IPO13,4,"{'19PA009426': 1, '19CT024233': 1, '19CT035369': 1, '19CT041295': 1}",hsa:9670,importin 13
KIF1B,4,"{'19CT016837': 1, '18PA008847': 1, '20A0004401': 1, '19CT045844': 1}",hsa:23095,kinesin family member 1B
COX10,4,"{'19CT036423': 1, '19CT036523': 1, '20A0000412': 1, '19CT016403': 1}",hsa:1352,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
GALNT8,4,"{'19CT036423': 1, '20A0000620': 1, '18PA004715': 1, '19CT031909': 1}",hsa:26290,polypeptide N-acetylgalactosaminyltransferase 8
UBN2,4,"{'19CT036423': 2, '18PA004715': 1, '19CT046414': 1}",hsa:254048,ubinuclein 2
CDK13,4,"{'19CT036423': 1, '20A0000620': 1, '20A0002445': 1, '19CT031559': 1}",hsa:8621,cyclin dependent kinase 13
MEGF10,4,"{'19CT036423': 1, '20A0004392': 1, '19CT044501': 1, '20A0002445': 1}",hsa:84466,multiple EGF like domains 10
PATJ,4,"{'19CT036423': 1, '19CT036523': 1, '18PA006387': 1, '19CT044338': 1}",hsa:10207,PATJ crumbs cell polarity complex component
MTOR,4,"{'19CT024233': 1, '19CT024234': 1, '19CT024299': 1, '19CT021756': 1}",hsa:2475,mechanistic target of rapamycin kinase
UGDH,4,"{'19CT024233': 1, '19CT024299': 1, '20A0004327': 1, '19CT021756': 1}",hsa:7358,UDP-glucose 6-dehydrogenase
MOCS2,4,"{'19CT024233': 1, '19CT046414': 1, '19CT021756': 1, '19CT041822': 1}",hsa:4338,molybdenum cofactor synthesis 2
PCDHA12,4,"{'20A0004325': 1, '19CT035369': 1, '20A0004327': 1, '20A0004030': 1}",hsa:56137,protocadherin alpha 12
KRR1,4,"{'DS184317': 2, '19CT052347': 2}",hsa:11103,KRR1 small subunit processome component homolog
USP42,4,"{'DS184317': 1, '20A0000620': 1, '19CT016404': 1, '19CT014597': 1}",hsa:84132,ubiquitin specific peptidase 42
KIDINS220,4,"{'DS184317': 1, '18PA004616': 1, '19CT039890': 1, '20A0004030': 1}",hsa:57498,kinase D interacting substrate 220
FTO,4,"{'20A0004217': 1, '19CT034641': 1, '20A0004327': 1, '19PA009214': 1}",hsa:79068,FTO alpha-ketoglutarate dependent dioxygenase
OTUD7A,4,"{'20A0004217': 1, '20A0004327': 1, '20A0008697': 1, '20A0008696': 1}",hsa:161725,OTU deubiquitinase 7A
FGFR3,4,"{'DS187051': 1, '20A0000412': 1, '20A0000618': 1, '19CT041822': 1}",hsa:2261,fibroblast growth factor receptor 3
TTC8,4,"{'20A0004217': 1, '19CT035369': 1, '20A0004327': 1, '19CT039201': 1}",hsa:123016,tetratricopeptide repeat domain 8
FRY,4,"{'20A0004217': 1, '20A0004392': 1, '18PA006387': 1, '20A0004327': 1}",,
SPTAN1,4,"{'20A0004217': 1, '20A0004327': 1, '19CT031559': 1, '20A0004030': 1}",hsa:6709,"spectrin alpha, non-erythrocytic 1"
TNPO3,4,"{'20A0004217': 1, '19CT024296': 1, '19CT024299': 1, '19CT046414': 1}",hsa:23534,transportin 3
SIL1,4,"{'20A0004217': 1, '19PA009444': 2, '20A0004327': 1}",hsa:64374,SIL1 nucleotide exchange factor
AASS,4,"{'DS187051': 1, '18PA004934': 1, '19CT039890': 1, '19CT016404': 1}",hsa:10157,aminoadipate-semialdehyde synthase
LRPPRC,4,"{'19CT036423': 1, '20A0000620': 1, '18PA004715': 1, '19CT031559': 1}",hsa:10128,leucine rich pentatricopeptide repeat containing
BRCA2,4,"{'DS187051': 1, '19CT039895': 1, '18PA004715': 2}",hsa:675,BRCA2 DNA repair associated
AMER1,4,"{'20A0008698': 1, '19CT034641': 1, '19CT034845': 1, '20A0008696': 1}",,
EP300,4,"{'20A0008698': 1, '18PA004715': 1, '20A0008696': 1, '19CT039201': 1}",hsa:2033,E1A binding protein p300
TOP2A,4,"{'20A0008698': 1, '19CT024296': 1, '19CT024299': 1, '20A0004401': 1}",hsa:7153,DNA topoisomerase II alpha
ABCD4,4,"{'20A0008698': 1, '20A0004392': 1, '19CT036523': 1, '20A0008696': 1}",hsa:5826,ATP binding cassette subfamily D member 4
PLXNB1,4,"{'20A0008698': 1, '18PA004715': 1, '20A0000412': 1, '20A0008696': 1}",hsa:5364,plexin B1
ASXL1,4,"{'DS187051': 1, '19CT036423': 1, '19CT035369': 1, '19CT034643': 1}",hsa:171023,ASXL transcriptional regulator 1
PJA1,4,"{'DS187051': 1, '19CT016837': 1, '18PA004940': 1, '19CT039201': 1}",hsa:64219,praja ring finger ubiquitin ligase 1
BPTF,4,"{'19CT024233': 1, '19CT034643': 1, '20A0002063': 1, '19CT021756': 1}",hsa:2186,bromodomain PHD finger transcription factor
SPTBN1,4,"{'20A0004325': 1, '19CT028732': 1, '20A0000620': 1, '20A0000412': 1}",hsa:6711,"spectrin beta, non-erythrocytic 1"
CLCN2,4,"{'20A0004325': 1, '19PA009666': 1, '19CT041747': 1, '20A0004030': 1}",hsa:1181,chloride voltage-gated channel 2
HEXA,4,"{'19CT024233': 1, '19CT044338': 1, '19PA009214': 1, '19CT021756': 1}",hsa:3073,hexosaminidase subunit alpha
BTAF1,4,"{'19CT024233': 1, '19CT034845': 1, '20A0002063': 1, '19CT021756': 1}",hsa:9044,B-TFIID TATA-box binding protein associated factor 1
SCFD2,4,"{'20A0004325': 1, '20A0004217': 1, '19CT024296': 1, '19CT024299': 1}",,
TCOF1,4,"{'19CT040732': 1, '19CT044566': 1, '20A0008697': 1, '20A0001282': 1}",hsa:6949,treacle ribosome biogenesis factor 1
ANO10,4,"{'19CT020478': 1, '18PA004616': 1, '19CT013554': 1, '20A0004030': 1}",hsa:55129,anoctamin 10
HSD17B4,4,"{'19CT034631': 1, '19CT046641': 1, '20A0004217': 1, '20A0004327': 1}",hsa:3295,hydroxysteroid 17-beta dehydrogenase 4
ARHGAP31,4,"{'19CT030702': 1, '19CT040892': 1, '19PA009444': 1, '19CT041822': 1}",hsa:57514,Rho GTPase activating protein 31
DPYD,4,"{'20A0002973': 1, '19CT040732': 1, '19CT044338': 1, '19PA009669': 1}",hsa:1806,dihydropyrimidine dehydrogenase
SETD2,4,"{'20A0002973': 1, '18PA008847': 1, '19PA009444': 1, '20A0004030': 1}",hsa:29072,"SET domain containing 2, histone lysine methyltransferase"
DNMT3B,4,"{'20A0002478': 1, '19CT020478': 1, '19CT039196': 1, '18PA004940': 1}",hsa:1789,DNA methyltransferase 3 beta
UBR1,4,"{'19CT044120': 1, '19CT030702': 1, '20A0004392': 1, '19CT039201': 1}",hsa:197131,ubiquitin protein ligase E3 component n-recognin 1
SOS2,4,"{'19CT044120': 1, '19CT016837': 1, '18PA004616': 1, '19CT035369': 1}",hsa:6655,SOS Ras/Rho guanine nucleotide exchange factor 2
BICRA,4,"{'20A0002478': 1, '20A0008698': 1, '18PA008847': 1, '19CT030925': 1}",hsa:29998,BRD4 interacting chromatin remodeling complex associated protein
DOCK1,4,"{'20A0002973': 1, '20A0004325': 1, '20A0004217': 1, '20A0004327': 1}",hsa:1793,dedicator of cytokinesis 1
SUOX,4,"{'20A0002973': 1, '19PA009426': 1, '19CT024234': 1, '19CT021756': 1}",hsa:6821,sulfite oxidase
ARMC9,4,"{'19CT046369': 1, '19CT024233': 1, '19CT013554': 1, '19CT021756': 1}",hsa:80210,armadillo repeat containing 9
NRCAM,4,"{'19CT046369': 1, '18PA004715': 1, '19CT024299': 1, '19CT046414': 1}",hsa:4897,neuronal cell adhesion molecule
CERT1,4,"{'19CT044120': 1, '19PA009666': 1, '19CT013554': 1, '19CT034643': 1}",hsa:10087,ceramide transporter 1
CLN3,4,"{'20A0002478': 1, '19PA009450': 1, '19CT020478': 1, '20A0008882': 1}",hsa:1201,"CLN3 lysosomal/endosomal transmembrane protein, battenin"
ESCO2,4,"{'19CT046369': 1, '19CT030002': 1, '19CT044338': 1, '19CT016403': 1}",hsa:157570,establishment of sister chromatid cohesion N-acetyltransferase 2
GALC,4,"{'20A0002478': 1, '19CT024854': 1, '19CT039196': 1, '20A0002063': 1}",hsa:2581,galactosylceramidase
CSTF2T,4,"{'19CT046369': 2, '20A0008698': 1, '19CT039890': 1}",hsa:23283,cleavage stimulation factor subunit 2 tau variant
ZNF559,4,"{'19CT046369': 1, '19CT028732': 1, '19CT024233': 1, '19CT021756': 1}",hsa:84527,zinc finger protein 559
DIP2B,4,"{'20A0002478': 1, '19CT034641': 1, '19CT031559': 1, '19CT031909': 1}",hsa:57609,disco interacting protein 2 homolog B
NRXN1,4,"{'19CT044120': 1, '20A0002478': 1, '19CT028732': 1, '19CT041295': 1}",hsa:9378,neurexin 1
DMPK,4,"{'19CT046369': 1, '18PA004715': 1, '19CT024296': 1, '19CT024299': 1}",hsa:1760,DM1 protein kinase
EMC1,4,"{'19CT044120': 1, '20A0002973': 1, '19CT030702': 1, '19PA009669': 1}",hsa:23065,ER membrane protein complex subunit 1
TENM4,4,"{'20A0002478': 1, '19CT034641': 1, '19CT013554': 1, '19CT041747': 1}",hsa:26011,teneurin transmembrane protein 4
CDH2,4,"{'19CT044120': 1, '19CT036423': 1, '19CT046641': 1, '19CT040892': 1}",hsa:1000,cadherin 2
SIPA1L1,4,"{'19CT048087': 1, '19CT040732': 1, '19CT028732': 1, '19CT040892': 1}",hsa:26037,signal induced proliferation associated 1 like 1
MBD6,4,"{'19CT048087': 1, '19CT031559': 1, '20A0004025': 1, '19CT016403': 1}",hsa:114785,methyl-CpG binding domain protein 6
ENPP1,4,"{'19CT034631': 1, '19CT040719': 1, '19PA009666': 1, '19PA009669': 1}",hsa:5167,ectonucleotide pyrophosphatase/phosphodiesterase 1
SCAPER,4,"{'19CT044751': 1, '19CT030002': 1, '18PA004715': 1, '20A0007427': 1}",hsa:49855,S-phase cyclin A associated protein in the ER
MPHOSPH10,4,"{'19PA009450': 1, '19CT040732': 1, '19CT036523': 1, '19CT041295': 1}",hsa:10199,M-phase phosphoprotein 10
ALS2,4,"{'19PA009450': 1, '19CT028732': 1, '18PA004934': 1, '20A0007427': 1}",hsa:57679,alsin Rho guanine nucleotide exchange factor ALS2
GRIN2A,4,"{'19CT034631': 1, '19CT040719': 1, '20A0000620': 1, '18PA006387': 1}",hsa:2903,glutamate ionotropic receptor NMDA type subunit 2A
NDUFAF8,4,"{'19CT034631': 1, '20A0002478': 1, '19CT039196': 1, '19CT041822': 1}",hsa:284184,NADH:ubiquinone oxidoreductase complex assembly factor 8
GAB2,4,"{'19CT034631': 1, '20A0004392': 1, '19CT036523': 1, '19PA009444': 1}",hsa:9846,GRB2 associated binding protein 2
CDK5RAP2,4,"{'19CT044751': 1, '19PA009444': 1, '18PA004715': 1, '20A0007427': 1}",hsa:55755,CDK5 regulatory subunit associated protein 2
AGTPBP1,4,"{'19CT044751': 1, '19CT020478': 1, '19CT024296': 1, '19CT046414': 1}",hsa:23287,ATP/GTP binding carboxypeptidase 1
DOCK3,4,"{'19PA009450': 1, '19CT030702': 1, '19CT044501': 1, '20A0000618': 1}",hsa:1795,dedicator of cytokinesis 3
RANBP17,4,"{'19CT034631': 1, '20A0002478': 1, '19CT036423': 1, '19CT028732': 1}",hsa:64901,RAN binding protein 17
GLDC,4,"{'19PA009450': 1, '19CT031559': 1, '20A0001282': 1, '19CT045844': 1}",hsa:2731,glycine decarboxylase
TSEN2,4,"{'19CT048087': 1, '18PA004715': 1, '20A0004401': 1, '19CT031909': 1}",hsa:80746,tRNA splicing endonuclease subunit 2
BBS12,4,"{'19PA009450': 1, '19CT036523': 1, '19CT039196': 1, '19CT034643': 1}",hsa:166379,Bardet-Biedl syndrome 12
ALDH5A1,4,"{'19PA009450': 1, '19CT039196': 1, '20A0001282': 1, '19CT039201': 1}",hsa:7915,aldehyde dehydrogenase 5 family member A1
SENP5,4,"{'19CT048087': 1, '20A0008882': 1, '19CT039196': 1, '19CT046414': 1}",hsa:205564,SUMO specific peptidase 5
NIPBL,4,"{'19CT044751': 1, '20A0008882': 1, '19CT039895': 1, '20A0001282': 1}",hsa:25836,NIPBL cohesin loading factor
ACADM,4,"{'19CT034631': 1, '19CT048087': 1, '19CT024233': 1, '20A0008698': 1}",hsa:34,acyl-CoA dehydrogenase medium chain
TRIO,4,"{'19CT048087': 1, '19CT036423': 2, '19CT036523': 1}",hsa:7204,trio Rho guanine nucleotide exchange factor
RIMS1,4,"{'19CT048087': 1, '19CT028732': 1, '20A0000620': 1, '20A0004392': 1}",hsa:22999,regulating synaptic membrane exocytosis 1
DOCK4,4,"{'19CT048087': 1, '19CT024854': 1, '20A0000620': 1, '19CT034643': 1}",hsa:9732,dedicator of cytokinesis 4
CNKSR1,4,"{'19CT040719': 1, '19CT040732': 1, '19CT046641': 1, '20A0004327': 1}",hsa:10256,connector enhancer of kinase suppressor of Ras 1
GALNS,4,"{'19CT044751': 1, '19CT030002': 1, '18PA004616': 1, '19CT031909': 1}",hsa:2588,galactosamine (N-acetyl)-6-sulfatase
KMT2E,4,"{'20A0002478': 1, '19CT036423': 1, '20A0004392': 1, '19CT039890': 1}",hsa:55904,lysine methyltransferase 2E (inactive)
FBN1,4,"{'19CT051360': 1, '20A0008882': 1, '19CT013554': 1, '20A0000412': 1}",hsa:2200,fibrillin 1
AGMO,4,"{'20A0002478': 1, '19CT052347': 1, '19PA009444': 2}",,
PDGFRB,4,"{'20A0002478': 1, '19CT016837': 1, '19CT036523': 1, '20A0007427': 1}",hsa:5159,platelet derived growth factor receptor beta
KDM5B,4,"{'19CT040732': 1, '18PA008847': 1, '19CT044501': 1, '19CT030925': 1}",hsa:10765,lysine demethylase 5B
SWT1,4,"{'19CT040732': 1, '20A0008882': 1, '20A0000412': 1, '19CT034643': 1}",,
AP4B1,4,"{'19CT040732': 1, '19CT039895': 1, '19PA009444': 1, '20A0004030': 1}",hsa:10717,adaptor related protein complex 4 subunit beta 1
CCDC88A,4,"{'20A0002478': 1, '20A0004392': 1, '19PA009666': 1, '19PA009669': 1}",hsa:55704,coiled-coil domain containing 88A
BUB1B,4,"{'19CT040719': 1, 'DS187051': 1, '19CT034643': 2}",hsa:701,BUB1 mitotic checkpoint serine/threonine kinase B
NCAPH2,4,"{'19CT030702': 1, '19CT040732': 1, '19CT016837': 1, '19CT024296': 1}",hsa:29781,non-SMC condensin II complex subunit H2
ARFGEF2,4,"{'19CT030702': 1, '19CT024233': 1, '20A0002445': 1, '19CT041822': 1}",hsa:10564,ADP ribosylation factor guanine nucleotide exchange factor 2
ERBIN,4,"{'19CT040719': 1, '20A0004392': 1, '19PA009669': 1, '20A0007427': 1}",hsa:55914,erbb2 interacting protein
RLIM,4,"{'19CT030702': 1, '18PA004934': 1, '20A0004327': 1, '20A0007427': 1}",hsa:51132,"ring finger protein, LIM domain interacting"
TMEM134,4,"{'19CT030702': 1, '20A0004325': 1, '20A0004217': 1, '20A0001282': 1}",,
DKC1,4,"{'19CT040719': 1, '19CT024233': 1, '19CT024296': 1, '19CT024299': 1}",hsa:1736,dyskerin pseudouridine synthase 1
TUB,4,"{'19CT030702': 1, '19CT052347': 1, '19CT031559': 1, '19CT016404': 1}",hsa:7275,TUB bipartite transcription factor
GPSM2,4,"{'19CT040719': 1, '19CT036423': 1, '18PA006387': 1, '19CT031559': 1}",hsa:29899,G protein signaling modulator 2
DCC,4,"{'19CT051360': 1, '19CT039196': 1, '19CT031559': 1, '19CT041822': 1}",hsa:1630,DCC netrin 1 receptor
KATNB1,4,"{'19CT051360': 2, '18PA004616': 1, '19CT052347': 1}",hsa:10300,katanin regulatory subunit B1
PHF3,4,"{'19CT030702': 1, '19CT016837': 1, '19CT039895': 1, '19CT039890': 1}",,
SPARCL1,4,"{'19CT040732': 1, '19CT044501': 1, '19CT044338': 1, '19CT031909': 1}",,
ERCC6L2,3,"{'19CT016837': 1, '19CT035369': 1, '19PA009444': 1}",hsa:375748,ERCC excision repair 6 like 2
ABCD1,3,"{'19CT024233': 1, '18PA004934': 1, '19CT021756': 1}",hsa:215,ATP binding cassette subfamily D member 1
ASTN2,3,"{'19CT040719': 1, '20A0008697': 1, '20A0008696': 1}",hsa:23245,astrotactin 2
FARS2,3,"{'19CT016837': 1, '19CT031559': 1, '20A0004025': 1}",hsa:10667,"phenylalanyl-tRNA synthetase 2, mitochondrial"
NPAS1,3,"{'19CT024233': 1, '18PA004715': 1, '19PA009214': 1}",hsa:4861,neuronal PAS domain protein 1
KAT6A,3,"{'19CT040719': 1, '19CT040732': 1, '19CT024296': 1}",hsa:7994,lysine acetyltransferase 6A
ANKRD28,3,"{'19CT024854': 1, '19CT030925': 1, '20A0004025': 1}",hsa:23243,ankyrin repeat domain 28
COG4,3,"{'19CT036423': 1, '19CT039196': 1, '19CT041747': 1}",hsa:25839,component of oligomeric golgi complex 4
PUS7,3,"{'19CT016837': 1, '19PA009444': 1, '20A0007427': 1}",hsa:54517,pseudouridine synthase 7
PMPCB,3,"{'20A0008698': 1, '19CT036523': 1, '19CT052347': 1}",hsa:9512,"peptidase, mitochondrial processing subunit beta"
CNTN6,3,"{'19CT048087': 2, '19CT031909': 1}",hsa:27255,contactin 6
FGD1,3,"{'19CT036423': 1, '19CT036523': 1, '19CT030925': 1}",hsa:2245,"FYVE, RhoGEF and PH domain containing 1"
HECW2,3,"{'19CT048087': 1, '19PA009450': 1, '19CT013554': 1}",hsa:57520,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
OPA1,3,"{'19CT016837': 1, '19CT036523': 1, '19CT013554': 1}",hsa:4976,OPA1 mitochondrial dynamin like GTPase
B3GLCT,3,"{'19CT040719': 1, '20A0004325': 1, '20A0004401': 1}",hsa:145173,beta 3-glucosyltransferase
CNGB3,3,"{'19CT048087': 1, '18PA008847': 1, '19CT030925': 1}",hsa:54714,cyclic nucleotide gated channel subunit beta 3
MTF2,3,"{'19CT048087': 1, '19PA009444': 1, '19CT046414': 1}",hsa:22823,metal response element binding transcription factor 2
BCORL1,3,"{'19CT036423': 1, '18PA004616': 1, '20A0004401': 1}",,
PRKCG,3,"{'19CT040719': 1, '18PA004616': 1, '20A0007427': 1}",hsa:5582,protein kinase C gamma
ITCH,3,"{'19CT036423': 1, '19CT024233': 1, '19CT021756': 1}",hsa:83737,itchy E3 ubiquitin protein ligase
GABRA2,3,"{'19CT024854': 1, '19CT034641': 1, '19CT024296': 1}",hsa:2555,gamma-aminobutyric acid type A receptor subunit alpha2
CDC7,3,"{'19CT040719': 1, '19CT016837': 1, '19CT046414': 1}",hsa:8317,cell division cycle 7
CACNA1B,3,"{'19CT024854': 1, '20A0004392': 1, '19CT031909': 1}",hsa:774,calcium voltage-gated channel subunit alpha1 B
DOLK,3,"{'19CT024233': 1, '20A0002445': 1, '19CT021756': 1}",hsa:22845,dolichol kinase
GRIP1,3,"{'19CT044566': 1, '20A0004217': 1, '20A0004327': 1}",hsa:23426,glutamate receptor interacting protein 1
MYT1L,3,"{'19CT046641': 1, '20A0000620': 1, '20A0004392': 1}",hsa:23040,myelin transcription factor 1 like
NAALADL2,3,"{'19CT040719': 1, '20A0002973': 1, '19CT044338': 1}",hsa:254827,N-acetylated alpha-linked acidic dipeptidase like 2
ARID4A,3,"{'19CT046369': 1, '20A0002973': 1, '19CT030925': 1}",hsa:5926,AT-rich interaction domain 4A
YY1,3,"{'19CT034631': 1, '19CT024233': 1, '19CT016403': 1}",hsa:7528,YY1 transcription factor
NRROS,3,"{'19CT040719': 1, '19CT034845': 1, '20A0004030': 1}",hsa:375387,negative regulator of reactive oxygen species
USP45,3,"{'19CT028732': 1, '19CT052347': 1, '20A0004025': 1}",hsa:85015,ubiquitin specific peptidase 45
SCN1B,3,"{'19CT024854': 1, '19CT024299': 1, '19CT046414': 1}",hsa:6324,sodium voltage-gated channel beta subunit 1
LNPK,3,"{'19CT046369': 2, '20A0004392': 1}",hsa:80856,"lunapark, ER junction formation factor"
PAX2,3,"{'19CT028732': 1, '19CT024296': 1, '19CT024299': 1}",hsa:5076,paired box 2
HNRNPUL2,3,"{'19CT028732': 1, '19PA009444': 1, '18PA004715': 1}",,
JMY,3,"{'19CT040719': 1, '19CT040732': 1, '19CT036423': 1}",hsa:133746,"junction mediating and regulatory protein, p53 cofactor"
GRAMD1B,3,"{'19CT028732': 1, '19CT040892': 1, '19CT046414': 1}",,
